SAMPLE,DESCRIP,NUMBER,TAKEOFF,KILOVOLT,CURRENT,BEAMSIZE,LINE,REL_LINE,Zn_WT_PCT,S_WT_PCT,Ga_WT_PCT,Ge_WT_PCT,Mn_WT_PCT,Co_WT_PCT,Fe_WT_PCT,As_WT_PCT,Se_WT_PCT,Cd_WT_PCT,Cu_WT_PCT,Ni_WT_PCT,Sb_WT_PCT,Ag_WT_PCT,Pb_WT_PCT,TOTAL,Zn_AT_PCT,S_AT_PCT,Ga_AT_PCT,Ge_AT_PCT,Mn_AT_PCT,Co_AT_PCT,Fe_AT_PCT,As_AT_PCT,Se_AT_PCT,Cd_AT_PCT,Cu_AT_PCT,Ni_AT_PCT,Sb_AT_PCT,Ag_AT_PCT,Pb_AT_PCT,FORMULA,BASIS,Zn_FORMULA,S_FORMULA,Ga_FORMULA,Ge_FORMULA,Mn_FORMULA,Co_FORMULA,Fe_FORMULA,As_FORMULA,Se_FORMULA,Cd_FORMULA,Cu_FORMULA,Ni_FORMULA,Sb_FORMULA,Ag_FORMULA,Pb_FORMULA,Zn_CDL99,S_CDL99,Ga_CDL99,Ge_CDL99,Mn_CDL99,Co_CDL99,Fe_CDL99,As_CDL99,Se_CDL99,Cd_CDL99,Cu_CDL99,Ni_CDL99,Sb_CDL99,Ag_CDL99,Pb_CDL99,DATETIME
C12ADM2_ZnS_4,N/A,20,40,20,100,10,291,5,67.186,33.409,0.082,0.007,0.001,0,0.119,-0.003,-0.009,0.14,0.023,-0.034,0.003,-0.008,,100.916,49.557,50.239,0.057,0.004,0.001,0,0.102,-0.002,-0.005,0.06,0.018,-0.028,0.001,-0.004,,1,S,0.9864,1,0.0011,0.0001,0,0,0.002,0,-0.0001,0.0012,0.0004,-0.0006,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0177,0.0102,0.0105,0.0179,,11/30/2017
C12ADM2_ZnS_4,N/A,20,40,20,100,10,292,6,67.495,33.511,0.067,0.007,0,0.004,0.11,-0.017,-0.016,0.176,0.016,-0.044,0.005,-0.001,,101.314,49.606,50.213,0.046,0.005,0,0.004,0.094,-0.011,-0.01,0.075,0.012,-0.036,0.002,0,,1,S,0.9879,1,0.0009,0.0001,0,0.0001,0.0019,-0.0002,-0.0002,0.0015,0.0002,-0.0007,0,0,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0102,0.0105,0.018,,11/30/2017
C12ADM2_ZnS_4,N/A,20,40,20,100,10,294,8,67.236,32.48,0.059,0.009,0.001,0.001,0.102,-0.039,-0.042,0.098,0.016,-0.04,-0.012,-0.019,,99.848,50.334,49.572,0.041,0.006,0.001,0,0.089,-0.025,-0.026,0.043,0.012,-0.033,-0.005,-0.009,,1,S,1.0154,1,0.0008,0.0001,0,0,0.0018,-0.0005,-0.0005,0.0009,0.0002,-0.0007,-0.0001,-0.0002,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0102,0.0105,0.018,,11/30/2017
C12ADM2_ZnS_4,N/A,20,40,20,100,10,295,9,67.124,32.793,0.073,0.013,-0.001,-0.001,0.089,-0.029,-0.031,0.092,0.023,-0.041,-0.011,-0.014,,100.079,50.045,49.845,0.051,0.009,0,-0.001,0.078,-0.019,-0.019,0.04,0.017,-0.034,-0.004,-0.006,,1,S,1.004,1,0.001,0.0002,0,0,0.0016,-0.0004,-0.0004,0.0008,0.0003,-0.0007,-0.0001,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0102,0.0105,0.018,,11/30/2017
C12ADM2_ZnS_4,N/A,20,40,20,100,10,296,10,67.056,33.239,0.054,0.077,0.002,0.002,0.088,-0.012,-0.01,0.143,0.127,-0.028,0.006,0.001,,100.746,49.592,50.116,0.037,0.052,0.001,0.002,0.076,-0.008,-0.006,0.062,0.097,-0.023,0.003,0,,1,S,0.9895,1,0.0007,0.001,0,0,0.0015,-0.0002,-0.0001,0.0012,0.0019,-0.0005,0.0001,0,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0102,0.0105,0.018,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,297,1,67.262,33.357,0.025,0.019,0,0.002,0.118,-0.017,-0.008,0.134,0.021,-0.035,-0.004,-0.007,,100.868,49.646,50.196,0.017,0.013,0,0.002,0.102,-0.011,-0.005,0.058,0.016,-0.029,-0.002,-0.003,,1,S,0.989,1,0.0003,0.0003,0,0,0.002,-0.0002,-0.0001,0.0011,0.0003,-0.0006,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0102,0.0105,0.018,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,298,2,67.681,33.52,0.078,0.013,0.001,0.003,0.115,-0.017,-0.002,0.122,0.025,-0.027,0.01,-0.004,,101.516,49.658,50.14,0.054,0.008,0.001,0.002,0.099,-0.011,-0.001,0.052,0.019,-0.022,0.004,-0.002,,1,S,0.9904,1,0.0011,0.0002,0,0,0.002,-0.0002,0,0.001,0.0004,-0.0004,0.0001,0,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0177,0.0102,0.0105,0.0179,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,300,4,67.019,32.425,0.056,0.003,0,0,0.117,-0.04,-0.04,0.068,0.01,-0.035,-0.008,-0.035,,99.542,50.301,49.616,0.039,0.002,0,0,0.103,-0.026,-0.025,0.03,0.008,-0.029,-0.003,-0.016,,1,S,1.0138,1,0.0008,0,0,0,0.0021,-0.0005,-0.0005,0.0006,0.0002,-0.0006,-0.0001,-0.0003,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0177,0.0102,0.0105,0.0179,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,301,5,67.667,33.333,0.074,0.012,0,0.003,0.111,-0.005,-0.007,0.091,0.054,-0.025,0.01,-0.027,,101.29,49.793,50.007,0.051,0.008,0,0.003,0.096,-0.004,-0.004,0.039,0.041,-0.021,0.004,-0.012,,1,S,0.9957,1,0.001,0.0002,0,0.0001,0.0019,-0.0001,-0.0001,0.0008,0.0008,-0.0004,0.0001,-0.0002,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0102,0.0105,0.0179,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,302,6,67.254,33.12,0.069,0.027,0,0.004,0.109,-0.034,-0.022,0.098,0.065,-0.031,-0.009,0.002,,100.652,49.805,50.004,0.048,0.018,0,0.003,0.094,-0.022,-0.014,0.042,0.049,-0.026,-0.003,0.001,,1,S,0.996,1,0.001,0.0004,0,0.0001,0.0019,-0.0004,-0.0003,0.0008,0.001,-0.0005,-0.0001,0,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0177,0.0102,0.0105,0.0179,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,303,7,66.45,32.638,0.094,0.013,0,-0.001,0.111,0.006,-0.003,0.08,0.074,-0.021,-0.006,-0.014,,99.421,49.847,49.914,0.066,0.009,0,-0.001,0.097,0.004,-0.002,0.035,0.057,-0.017,-0.002,-0.006,,1,S,0.9986,1,0.0013,0.0002,0,0,0.002,0.0001,0,0.0007,0.0011,-0.0004,-0.0001,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0177,0.0102,0.0105,0.0179,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,304,8,67.088,33.412,0.086,0.018,0.001,0.003,0.115,-0.008,-0.007,0.092,0.071,-0.021,0.006,0.01,,100.867,49.496,50.256,0.059,0.012,0,0.002,0.099,-0.005,-0.004,0.04,0.054,-0.017,0.002,0.005,,1,S,0.9849,1,0.0012,0.0002,0,0,0.002,-0.0001,-0.0001,0.0008,0.0011,-0.0003,0,0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0102,0.0105,0.018,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,305,9,66.899,33.359,0.082,0.02,0.002,0.002,0.13,-0.012,-0.008,0.128,0.067,-0.024,-0.003,0.007,,100.649,49.459,50.28,0.057,0.013,0.002,0.002,0.112,-0.008,-0.005,0.055,0.051,-0.02,-0.001,0.003,,1,S,0.9837,1,0.0011,0.0003,0,0,0.0022,-0.0002,-0.0001,0.0011,0.001,-0.0004,0,0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0103,0.0105,0.018,,11/30/2017
C12ADM2_ZnS_5,N/A,21,40,20,100,10,306,10,66.705,33.197,0.019,0.004,-0.002,0.002,0.165,-0.016,-0.016,0.293,0.012,-0.041,0.005,-0.01,,100.319,49.518,50.242,0.014,0.003,-0.002,0.002,0.143,-0.01,-0.01,0.127,0.009,-0.034,0.002,-0.004,,1,S,0.9856,1,0.0003,0.0001,0,0,0.0029,-0.0002,-0.0002,0.0025,0.0002,-0.0007,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.018,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_1,N/A,22,40,20,100,10,315,9,66.251,33.403,-0.002,0.008,-0.002,0.002,0.231,-0.058,-0.058,0.282,-0.063,-0.079,0.01,0.041,,99.964,49.233,50.606,-0.001,0.005,-0.002,0.001,0.201,-0.038,-0.036,0.122,-0.048,-0.066,0.004,0.018,,1,S,0.9729,1,0,0.0001,0,0,0.004,-0.0008,-0.0007,0.0024,-0.001,-0.0013,0.0001,0.0004,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_1,N/A,22,40,20,100,10,317,11,66.418,31.812,-0.016,-0.019,-0.008,-0.01,0.337,0,0.004,0.539,0.009,-0.01,-0.01,-0.045,,99.001,50.356,49.172,-0.011,-0.013,-0.007,-0.009,0.299,0,0.002,0.238,0.007,-0.008,-0.004,-0.021,,1,S,1.0241,1,-0.0002,-0.0003,-0.0002,-0.0002,0.0061,0,0.0001,0.0048,0.0001,-0.0002,-0.0001,-0.0004,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,11/30/2017
C22MAH2_ZnS_1,N/A,22,40,20,100,10,323,17,67.977,30.898,-0.01,-0.008,-0.006,-0.007,0.258,-0.007,0,0.445,0.1,0.017,-0.038,-0.08,,99.54,51.675,47.886,-0.007,-0.006,-0.005,-0.006,0.229,-0.004,0,0.197,0.078,0.014,-0.015,-0.037,,1,S,1.0791,1,-0.0002,-0.0001,-0.0001,-0.0001,0.0048,-0.0001,0,0.0041,0.0016,0.0003,-0.0003,-0.0008,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0087,0.0077,0.0181,0.0178,0.0101,0.0106,0.018,,11/30/2017
C22MAH2_ZnS_1,N/A,22,40,20,100,10,325,19,68.354,32.955,0.02,0.015,0,0,0.235,-0.012,-0.011,0.256,0.005,-0.027,0.001,-0.024,,101.768,50.283,49.424,0.014,0.01,0,0,0.202,-0.007,-0.007,0.11,0.004,-0.022,0.001,-0.011,,1,S,1.0174,1,0.0003,0.0002,0,0,0.0041,-0.0002,-0.0001,0.0022,0.0001,-0.0004,0,-0.0002,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0102,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_1,N/A,22,40,20,100,10,326,20,68.084,32.696,0.011,0.021,-0.002,-0.001,0.225,-0.042,-0.036,0.176,0,-0.039,-0.016,-0.022,,101.054,50.432,49.376,0.008,0.014,-0.002,-0.001,0.195,-0.027,-0.022,0.076,0,-0.032,-0.007,-0.01,,1,S,1.0214,1,0.0002,0.0003,0,0,0.004,-0.0006,-0.0005,0.0015,0,-0.0007,-0.0001,-0.0002,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0102,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_2,N/A,23,40,20,100,10,334,8,67.116,31.672,0.006,-0.017,-0.003,-0.005,0.17,-0.014,-0.016,0.06,0.038,-0.023,-0.017,-0.033,,98.933,50.9,48.969,0.004,-0.012,-0.003,-0.005,0.151,-0.009,-0.01,0.026,0.029,-0.02,-0.007,-0.015,,1,S,1.0394,1,0.0001,-0.0002,-0.0001,-0.0001,0.0031,-0.0002,-0.0002,0.0005,0.0006,-0.0004,-0.0001,-0.0003,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0087,0.0076,0.0181,0.0178,0.0102,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_2,N/A,23,40,20,100,10,335,9,68.079,32.933,0.064,0.011,0.002,0,0.163,-0.007,-0.009,0.091,0.07,-0.012,-0.01,-0.017,,101.356,50.219,49.527,0.044,0.007,0.002,0,0.14,-0.005,-0.006,0.039,0.053,-0.01,-0.004,-0.008,,1,S,1.014,1,0.0009,0.0001,0,0,0.0028,-0.0001,-0.0001,0.0008,0.0011,-0.0002,-0.0001,-0.0002,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0102,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_2,N/A,23,40,20,100,10,336,10,66.979,33.041,0.062,0.009,0.001,0,0.169,-0.011,-0.007,0.115,0.053,-0.022,-0.007,0,,100.382,49.731,50.015,0.043,0.006,0.001,0,0.147,-0.007,-0.004,0.05,0.041,-0.019,-0.003,0,,1,S,0.9943,1,0.0009,0.0001,0,0,0.0029,-0.0001,-0.0001,0.001,0.0008,-0.0004,-0.0001,0,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,337,1,67.42,33.313,0.001,0.05,-0.001,0.004,0.25,-0.012,-0.016,0.171,0.076,-0.016,-0.005,-0.009,,101.227,49.643,50.01,0.001,0.033,-0.001,0.004,0.216,-0.008,-0.009,0.073,0.058,-0.013,-0.002,-0.004,,1,S,0.9927,1,0,0.0007,0,0.0001,0.0043,-0.0002,-0.0002,0.0015,0.0012,-0.0003,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,338,2,67.418,33.315,0.017,0.033,-0.001,0.003,0.246,-0.016,-0.005,0.202,0.077,-0.032,0.003,0.006,,101.266,49.637,50.007,0.011,0.022,-0.001,0.002,0.212,-0.01,-0.003,0.086,0.058,-0.027,0.001,0.003,,1,S,0.9926,1,0.0002,0.0004,0,0,0.0042,-0.0002,-0.0001,0.0017,0.0012,-0.0005,0,0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,339,3,67.43,33.421,0.007,0.043,-0.001,0.003,0.245,-0.009,-0.008,0.191,0.049,-0.029,0.002,0.01,,101.354,49.573,50.093,0.005,0.028,-0.001,0.002,0.211,-0.006,-0.005,0.082,0.037,-0.024,0.001,0.004,,1,S,0.9896,1,0.0001,0.0006,0,0.0001,0.0042,-0.0001,-0.0001,0.0016,0.0007,-0.0005,0,0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,340,4,67.433,33.183,0.008,0.043,0.003,0,0.252,-0.013,-0.008,0.204,0.069,-0.028,0.006,-0.015,,101.137,49.743,49.904,0.005,0.029,0.003,0,0.217,-0.008,-0.005,0.088,0.053,-0.023,0.002,-0.007,,1,S,0.9968,1,0.0001,0.0006,0.0001,0,0.0044,-0.0002,-0.0001,0.0018,0.0011,-0.0005,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,341,5,67.416,33.355,0.004,0.046,0,0.003,0.255,-0.004,-0.003,0.184,0.065,-0.023,0.005,-0.013,,101.29,49.606,50.037,0.003,0.03,0,0.003,0.22,-0.002,-0.002,0.079,0.049,-0.019,0.002,-0.006,,1,S,0.9914,1,0.0001,0.0006,0,0.0001,0.0044,-0.0001,0,0.0016,0.001,-0.0004,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,342,6,67.359,32.764,0.002,0.039,-0.002,0.004,0.253,-0.005,-0.008,0.16,0.088,-0.023,-0.002,-0.011,,100.619,50.032,49.615,0.002,0.026,-0.002,0.004,0.22,-0.003,-0.005,0.069,0.068,-0.019,-0.001,-0.005,,1,S,1.0084,1,0,0.0005,0,0.0001,0.0044,-0.0001,-0.0001,0.0014,0.0014,-0.0004,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,343,7,67.298,33.24,0.005,0.051,0.003,0.004,0.185,-0.003,-0.002,0.123,0.079,-0.023,-0.002,-0.009,,100.948,49.683,50.029,0.003,0.034,0.002,0.003,0.16,-0.002,-0.001,0.053,0.06,-0.019,-0.001,-0.004,,1,S,0.9931,1,0.0001,0.0007,0,0.0001,0.0032,0,0,0.0011,0.0012,-0.0004,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,344,8,67.642,33.476,0.008,0.049,0,-0.001,0.197,-0.012,-0.001,0.129,0.09,-0.016,0.002,0.007,,101.571,49.622,50.066,0.006,0.033,0,-0.001,0.169,-0.007,-0.001,0.055,0.068,-0.013,0.001,0.003,,1,S,0.9911,1,0.0001,0.0007,0,0,0.0034,-0.0002,0,0.0011,0.0013,-0.0003,0,0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,345,9,67.158,33.816,0.002,0.059,-0.003,0,0.201,0.05,0.043,0.153,0.142,0.001,0.015,0.031,,101.668,49.118,50.422,0.002,0.039,-0.003,0,0.172,0.032,0.026,0.065,0.107,0.001,0.006,0.014,,1,S,0.9741,1,0,0.0008,-0.0001,0,0.0034,0.0006,0.0005,0.0013,0.0021,0,0.0001,0.0003,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0101,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_3,N/A,24,40,20,100,10,346,10,67.232,33.472,0.009,0.046,0.003,0.001,0.165,-0.005,0,0.106,0.062,-0.015,-0.003,-0.011,,101.06,49.503,50.246,0.006,0.03,0.002,0.001,0.142,-0.003,0,0.045,0.047,-0.012,-0.001,-0.005,,1,S,0.9852,1,0.0001,0.0006,0,0,0.0028,-0.0001,0,0.0009,0.0009,-0.0003,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_4,N/A,25,40,20,100,10,347,1,67.004,31.878,-0.007,0.041,-0.003,-0.001,0.247,-0.05,-0.052,0.099,0.034,-0.051,-0.022,-0.024,,99.093,50.671,49.149,-0.005,0.028,-0.002,-0.001,0.218,-0.033,-0.032,0.044,0.026,-0.043,-0.009,-0.011,,1,S,1.031,1,-0.0001,0.0006,-0.0001,0,0.0044,-0.0007,-0.0007,0.0009,0.0005,-0.0009,-0.0002,-0.0002,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0077,0.0181,0.0178,0.0102,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_4,N/A,25,40,20,100,10,349,3,67.882,33.204,-0.006,0.047,-0.002,0.001,0.268,0.011,0.011,0.195,0.077,-0.031,0.013,0.017,,101.687,49.869,49.732,-0.004,0.031,-0.002,0.001,0.23,0.007,0.007,0.083,0.058,-0.025,0.005,0.008,,1,S,1.0028,1,-0.0001,0.0006,0,0,0.0046,0.0001,0.0001,0.0017,0.0012,-0.0005,0.0001,0.0002,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_4,N/A,25,40,20,100,10,350,4,67.997,33.295,-0.001,0.041,0.001,0,0.281,-0.002,-0.007,0.184,0.078,-0.023,0.006,0.005,,101.855,49.85,49.764,-0.001,0.027,0.001,0,0.241,-0.001,-0.004,0.078,0.059,-0.019,0.002,0.002,,1,S,1.0017,1,0,0.0005,0,0,0.0048,0,-0.0001,0.0016,0.0012,-0.0004,0.0001,0,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,352,1,66.317,33.629,0.023,0.071,0,0.003,0.219,0.017,0.02,0.223,0.095,-0.019,0.015,0.014,,100.629,48.95,50.606,0.016,0.047,0,0.003,0.189,0.011,0.012,0.096,0.073,-0.016,0.006,0.006,,1,S,0.9673,1,0.0003,0.0009,0,0.0001,0.0037,0.0002,0.0002,0.0019,0.0014,-0.0003,0.0001,0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,353,2,66.665,32.86,0.012,0.056,0,0,0.204,-0.007,-0.011,0.19,0.113,-0.022,-0.005,0.009,,100.065,49.695,49.939,0.009,0.038,0,0,0.178,-0.004,-0.007,0.082,0.086,-0.018,-0.002,0.004,,1,S,0.9951,1,0.0002,0.0008,0,0,0.0036,-0.0001,-0.0001,0.0016,0.0017,-0.0004,0,0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,354,3,66.53,33.01,0.015,0.058,-0.003,0,0.208,-0.022,-0.011,0.217,0.079,-0.035,0.006,0.006,,100.059,49.544,50.118,0.011,0.039,-0.002,0,0.181,-0.015,-0.007,0.094,0.061,-0.029,0.002,0.003,,1,S,0.9886,1,0.0002,0.0008,-0.0001,0,0.0036,-0.0003,-0.0001,0.0019,0.0012,-0.0006,0,0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,355,4,66.515,32.944,0.017,0.045,0.004,0,0.202,-0.016,-0.013,0.231,0.08,-0.025,-0.003,-0.009,,99.97,49.589,50.073,0.012,0.03,0.003,0,0.177,-0.01,-0.008,0.1,0.061,-0.021,-0.001,-0.004,,1,S,0.9903,1,0.0002,0.0006,0.0001,0,0.0035,-0.0002,-0.0002,0.002,0.0012,-0.0004,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,356,5,66.629,33.141,0.013,0.043,0.002,0.004,0.208,-0.009,-0.017,0.259,0.073,-0.039,0.003,-0.007,,100.302,49.482,50.178,0.009,0.028,0.002,0.003,0.18,-0.006,-0.01,0.112,0.055,-0.032,0.001,-0.003,,1,S,0.9861,1,0.0002,0.0006,0,0.0001,0.0036,-0.0001,-0.0002,0.0022,0.0011,-0.0006,0,-0.0001,,0.0271,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0105,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,357,6,66.149,31.954,0.006,0.002,0.001,0.003,0.246,-0.045,-0.046,0.403,-0.014,-0.047,-0.01,-0.021,,98.582,50.239,49.478,0.004,0.002,0.001,0.003,0.218,-0.03,-0.029,0.178,-0.011,-0.04,-0.004,-0.01,,1,S,1.0154,1,0.0001,0,0,0.0001,0.0044,-0.0006,-0.0006,0.0036,-0.0002,-0.0008,-0.0001,-0.0002,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,358,7,65.768,33.197,-0.006,0.007,-0.001,-0.002,0.228,0.014,0.026,0.635,-0.026,-0.026,0.023,0.037,,99.873,49.046,50.473,-0.004,0.004,-0.001,-0.001,0.199,0.009,0.016,0.275,-0.02,-0.022,0.009,0.017,,1,S,0.9717,1,-0.0001,0.0001,0,0,0.0039,0.0002,0.0003,0.0055,-0.0004,-0.0004,0.0002,0.0003,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,359,8,66.556,33.312,0.007,-0.005,-0.001,0.003,0.228,-0.003,0.007,0.627,-0.046,-0.03,0.026,0.019,,100.7,49.281,50.287,0.005,-0.004,0,0.002,0.198,-0.002,0.004,0.27,-0.035,-0.025,0.01,0.009,,1,S,0.98,1,0.0001,-0.0001,0,0,0.0039,0,0.0001,0.0054,-0.0007,-0.0005,0.0002,0.0002,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,11/30/2017
C22MAH2_ZnS_5,N/A,26,40,20,100,10,360,9,66.756,33.254,-0.003,-0.002,0.005,0.002,0.219,0.005,0.005,0.629,-0.015,-0.025,0.003,-0.005,,100.828,49.397,50.167,-0.002,-0.001,0.004,0.002,0.19,0.003,0.003,0.271,-0.012,-0.021,0.001,-0.002,,1,S,0.9847,1,-0.0001,0,0.0001,0,0.0038,0.0001,0.0001,0.0054,-0.0002,-0.0004,0,0,,0.0272,0.0042,0.0067,0.0088,0.0034,0.0037,0.0035,0.0086,0.0076,0.0181,0.0178,0.0103,0.0106,0.018,,11/30/2017
