SAMPLE,DESCRIP,NUMBER,TAKEOFF,KILOVOLT,CURRENT,BEAMSIZE,LINE,REL_LINE,Zn_WT_PCT,S_WT_PCT,Ga_WT_PCT,Ge_WT_PCT,Mn_WT_PCT,Co_WT_PCT,Fe_WT_PCT,As_WT_PCT,Se_WT_PCT,Cd_WT_PCT,Cu_WT_PCT,Ni_WT_PCT,Sb_WT_PCT,Ag_WT_PCT,Pb_WT_PCT,TOTAL,Zn_AT_PCT,S_AT_PCT,Ga_AT_PCT,Ge_AT_PCT,Mn_AT_PCT,Co_AT_PCT,Fe_AT_PCT,As_AT_PCT,Se_AT_PCT,Cd_AT_PCT,Cu_AT_PCT,Ni_AT_PCT,Sb_AT_PCT,Ag_AT_PCT,Pb_AT_PCT,FORMULA,BASIS,Zn_FORMULA,S_FORMULA,Ga_FORMULA,Ge_FORMULA,Mn_FORMULA,Co_FORMULA,Fe_FORMULA,As_FORMULA,Se_FORMULA,Cd_FORMULA,Cu_FORMULA,Ni_FORMULA,Sb_FORMULA,Ag_FORMULA,Pb_FORMULA,Zn_CDL99,S_CDL99,Ga_CDL99,Ge_CDL99,Mn_CDL99,Co_CDL99,Fe_CDL99,As_CDL99,Se_CDL99,Cd_CDL99,Cu_CDL99,Ni_CDL99,Sb_CDL99,Ag_CDL99,Pb_CDL99,DATETIME
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,203,10,66.127,33.437,0.008,0.004,0,0.014,0.164,0.019,0.014,0.455,0.004,0.011,0.012,0.002,,100.27,49.045,50.559,0.005,0.003,0,0.012,0.142,0.012,0.009,0.196,0.003,0.009,0.005,0.001,,1,S,0.9701,1,0.0001,0.0001,0,0.0002,0.0028,0.0002,0.0002,0.0039,0.0001,0.0002,0.0001,0,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,204,11,66.439,33.441,0.04,0.027,0.002,0.016,0.133,0.017,0.011,0.195,0.032,0.002,0.016,0.007,,100.379,49.199,50.487,0.028,0.018,0.002,0.014,0.115,0.011,0.007,0.084,0.025,0.001,0.006,0.003,,1,S,0.9745,1,0.0006,0.0004,0,0.0003,0.0023,0.0002,0.0001,0.0017,0.0005,0,0.0001,0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,205,12,66.659,33.475,0.056,0.01,0.001,0.013,0.125,0.011,0.013,0.135,0.047,0.006,0.003,-0.001,,100.553,49.274,50.447,0.039,0.007,0.001,0.011,0.108,0.007,0.008,0.058,0.036,0.005,0.001,0,,1,S,0.9767,1,0.0008,0.0001,0,0.0002,0.0021,0.0001,0.0002,0.0012,0.0007,0.0001,0,0,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,206,13,66.904,33.448,0.047,0.014,0,0.012,0.135,0.023,0.008,0.175,0.026,0.011,0.012,-0.012,,100.802,49.379,50.329,0.032,0.009,0,0.01,0.117,0.015,0.005,0.075,0.02,0.009,0.005,-0.006,,1,S,0.9811,1,0.0006,0.0002,0,0.0002,0.0023,0.0003,0.0001,0.0015,0.0004,0.0002,0.0001,-0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,207,14,66.697,33.373,0.03,0.007,0.004,0.011,0.152,0.019,0.018,0.226,0.01,0.008,0.003,-0.001,,100.557,49.351,50.344,0.021,0.005,0.003,0.009,0.132,0.012,0.011,0.097,0.007,0.006,0.001,0,,1,S,0.9803,1,0.0004,0.0001,0.0001,0.0002,0.0026,0.0002,0.0002,0.0019,0.0001,0.0001,0,0,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,208,15,66.454,33.418,0.03,0.013,0.001,0.022,0.153,0.014,0.018,0.216,0.024,0.007,0.011,0.013,,100.394,49.215,50.457,0.021,0.009,0.001,0.018,0.132,0.009,0.011,0.093,0.018,0.006,0.004,0.006,,1,S,0.9754,1,0.0004,0.0002,0,0.0004,0.0026,0.0002,0.0002,0.0018,0.0004,0.0001,0.0001,0.0001,,0.0276,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,209,16,66.455,33.419,0.024,0.008,0.001,0.009,0.146,0.014,0.015,0.187,0.014,0.01,0.009,-0.004,,100.307,49.241,50.483,0.017,0.006,0.001,0.007,0.127,0.009,0.009,0.081,0.011,0.008,0.004,-0.002,,1,S,0.9754,1,0.0003,0.0001,0,0.0001,0.0025,0.0002,0.0002,0.0016,0.0002,0.0002,0.0001,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,210,17,66.515,33.523,0.025,0.006,0.002,0.028,0.143,0.015,0.019,0.179,0.01,0.005,0.009,0.014,,100.494,49.179,50.531,0.017,0.004,0.002,0.023,0.124,0.01,0.012,0.077,0.008,0.004,0.004,0.006,,1,S,0.9732,1,0.0003,0.0001,0,0.0005,0.0025,0.0002,0.0002,0.0015,0.0002,0.0001,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,211,18,66.604,33.51,0.025,0.001,0.002,0.014,0.166,0.016,0.014,0.216,0.002,0.001,0.011,0.005,,100.586,49.22,50.486,0.017,0,0.001,0.012,0.143,0.01,0.008,0.093,0.001,0.001,0.004,0.002,,1,S,0.9749,1,0.0003,0,0,0.0002,0.0028,0.0002,0.0002,0.0018,0,0,0.0001,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,212,19,66.386,33.162,0.017,-0.002,0.002,0.008,0.174,-0.001,-0.002,0.247,0.004,0.001,0.001,-0.008,,99.988,49.407,50.317,0.012,-0.001,0.002,0.007,0.152,-0.001,-0.001,0.107,0.003,0.001,0,-0.004,,1,S,0.9819,1,0.0002,0,0,0.0001,0.003,0,0,0.0021,0.0001,0,0,-0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,213,20,66.449,32.563,0.017,-0.001,0,0.031,0.168,0.012,0.019,0.19,-0.01,0.017,-0.003,-0.01,,99.444,49.879,49.833,0.012,-0.001,0,0.026,0.148,0.008,0.012,0.083,-0.008,0.014,-0.001,-0.004,,1,S,1.0009,1,0.0002,0,0,0.0005,0.003,0.0002,0.0002,0.0017,-0.0002,0.0003,0,-0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,214,21,66.271,33.436,0.027,0.005,0.003,0.014,0.164,0.01,0.012,0.21,0.007,0.009,0.01,0.02,,100.196,49.143,50.549,0.019,0.003,0.002,0.011,0.142,0.006,0.007,0.091,0.005,0.008,0.004,0.009,,1,S,0.9722,1,0.0004,0.0001,0,0.0002,0.0028,0.0001,0.0001,0.0018,0.0001,0.0002,0.0001,0.0002,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,215,22,65.818,33.756,0.03,0.018,-0.002,0.014,0.162,0.013,0.015,0.207,0.006,0.006,0.019,0.031,,100.092,48.729,50.951,0.021,0.012,-0.001,0.011,0.14,0.009,0.009,0.089,0.004,0.005,0.008,0.014,,1,S,0.9564,1,0.0004,0.0002,0,0.0002,0.0028,0.0002,0.0002,0.0017,0.0001,0.0001,0.0002,0.0003,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,216,23,66.156,33.39,0.021,0.008,0.002,0.031,0.158,0.028,0.023,0.204,0.012,0.015,0.002,0.009,,100.059,49.123,50.546,0.015,0.005,0.002,0.025,0.137,0.018,0.014,0.088,0.009,0.012,0.001,0.004,,1,S,0.9718,1,0.0003,0.0001,0,0.0005,0.0027,0.0004,0.0003,0.0017,0.0002,0.0002,0,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,217,24,66.047,33.29,0.03,0.009,0.004,0.022,0.158,0.005,0.009,0.2,0.014,0.014,0.01,-0.001,,99.81,49.168,50.525,0.021,0.006,0.003,0.018,0.138,0.003,0.005,0.087,0.011,0.012,0.004,-0.001,,1,S,0.9731,1,0.0004,0.0001,0.0001,0.0004,0.0027,0.0001,0.0001,0.0017,0.0002,0.0002,0.0001,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,218,25,65.905,33.369,0.036,0.012,0.001,0.018,0.165,0.017,0.025,0.211,0.014,0.019,0.015,0.018,,99.826,49.034,50.615,0.025,0.008,0.001,0.015,0.143,0.011,0.015,0.091,0.011,0.016,0.006,0.008,,1,S,0.9688,1,0.0005,0.0002,0,0.0003,0.0028,0.0002,0.0003,0.0018,0.0002,0.0003,0.0001,0.0002,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,219,26,65.791,33.431,0.041,0.004,0,0.021,0.161,0.02,0.024,0.183,0.023,0.016,0.017,0.011,,99.743,48.951,50.711,0.028,0.003,0,0.017,0.14,0.013,0.015,0.079,0.018,0.014,0.007,0.005,,1,S,0.9653,1,0.0006,0.0001,0,0.0003,0.0028,0.0003,0.0003,0.0016,0.0003,0.0003,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,220,27,65.695,33.241,0.032,0.019,0.003,0.02,0.154,0.015,0.014,0.247,0.035,0.01,0.012,-0.004,,99.492,49.05,50.598,0.023,0.013,0.002,0.016,0.134,0.009,0.009,0.107,0.027,0.009,0.005,-0.002,,1,S,0.9694,1,0.0004,0.0003,0,0.0003,0.0027,0.0002,0.0002,0.0021,0.0005,0.0002,0.0001,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,221,28,66.128,33.198,0.023,0.01,0.003,0.017,0.164,0.018,0.014,0.261,0.016,0.011,0.01,0.012,,99.884,49.248,50.405,0.016,0.007,0.003,0.014,0.143,0.012,0.009,0.113,0.012,0.009,0.004,0.005,,1,S,0.977,1,0.0003,0.0001,0.0001,0.0003,0.0028,0.0002,0.0002,0.0022,0.0002,0.0002,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9_subI2,N/A,13,40,20,100,10,222,29,65.283,32.994,-0.004,0.014,0.001,0.011,0.207,0,0.004,0.538,-0.01,0.013,-0.001,-0.014,,99.037,49.039,50.529,-0.002,0.01,0.001,0.009,0.182,0,0.002,0.235,-0.008,0.011,0,-0.006,,1,S,0.9705,1,-0.0001,0.0002,0,0.0002,0.0036,0,0,0.0047,-0.0002,0.0002,0,-0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,224,1,66.372,33.174,0,0.01,0,0.012,0.203,0.009,0.015,0.494,-0.019,0.007,0.004,-0.001,,100.28,49.325,50.261,0,0.007,0,0.01,0.177,0.006,0.01,0.213,-0.014,0.006,0.001,0,,1,S,0.9814,1,0,0.0001,0,0.0002,0.0035,0.0001,0.0002,0.0042,-0.0003,0.0001,0,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,225,2,66.181,33.315,0.032,0.013,-0.002,0.018,0.148,0.012,0.005,0.144,0.028,0,0.009,0.006,,99.909,49.217,50.51,0.022,0.009,-0.001,0.015,0.129,0.008,0.003,0.062,0.021,0,0.004,0.003,,1,S,0.9744,1,0.0004,0.0002,0,0.0003,0.0025,0.0002,0.0001,0.0012,0.0004,0,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.0101,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,226,3,65.917,33.477,0.022,0.004,0.002,0.029,0.152,0.027,0.027,0.203,0.011,0.01,0.022,0.032,,99.934,48.965,50.699,0.016,0.003,0.002,0.024,0.132,0.017,0.016,0.088,0.008,0.008,0.009,0.015,,1,S,0.9658,1,0.0003,0.0001,0,0.0005,0.0026,0.0003,0.0003,0.0017,0.0002,0.0002,0.0002,0.0003,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,227,4,66.131,33.55,0.03,0.019,0.001,0.011,0.145,0.026,0.025,0.151,0.035,0.014,0.017,0.008,,100.162,49.002,50.683,0.021,0.012,0.001,0.009,0.126,0.017,0.015,0.065,0.027,0.012,0.007,0.004,,1,S,0.9668,1,0.0004,0.0002,0,0.0002,0.0025,0.0003,0.0003,0.0013,0.0005,0.0002,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,228,5,66.22,33.239,0.067,0.02,0.002,0.017,0.197,0.019,0.015,0.162,0.057,0.012,0.002,-0.008,,100.022,49.231,50.38,0.046,0.013,0.002,0.014,0.171,0.012,0.009,0.07,0.044,0.01,0.001,-0.004,,1,S,0.9772,1,0.0009,0.0003,0,0.0003,0.0034,0.0002,0.0002,0.0014,0.0009,0.0002,0,-0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,229,6,67.015,33.248,0.031,0,0.003,0.025,0.178,0.013,0.011,0.268,0.005,0.026,-0.002,-0.004,,100.818,49.54,50.108,0.022,0,0.003,0.021,0.154,0.008,0.007,0.115,0.004,0.021,-0.001,-0.002,,1,S,0.9887,1,0.0004,0,0.0001,0.0004,0.0031,0.0002,0.0001,0.0023,0.0001,0.0004,0,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,230,7,66.691,33.77,0.035,0.016,0.001,0.012,0.174,0.009,0.012,0.184,0.055,0.013,0.014,0.006,,100.993,49.033,50.619,0.024,0.011,0.001,0.01,0.15,0.006,0.007,0.079,0.042,0.01,0.005,0.003,,1,S,0.9687,1,0.0005,0.0002,0,0.0002,0.003,0.0001,0.0001,0.0016,0.0008,0.0002,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,231,8,66.839,33.656,0.034,0.011,-0.002,0.02,0.189,0.035,0.018,0.185,0.007,0.013,0.017,0.027,,101.049,49.169,50.475,0.023,0.007,-0.002,0.017,0.163,0.022,0.011,0.079,0.005,0.011,0.007,0.012,,1,S,0.9741,1,0.0005,0.0001,0,0.0003,0.0032,0.0004,0.0002,0.0016,0.0001,0.0002,0.0001,0.0002,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0082,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,232,9,65.906,33.315,0.05,0.023,0,0.018,0.202,0.015,0.018,0.148,0.041,0.008,0.013,0.02,,99.777,49.062,50.56,0.035,0.015,0,0.015,0.176,0.009,0.011,0.064,0.032,0.007,0.005,0.009,,1,S,0.9704,1,0.0007,0.0003,0,0.0003,0.0035,0.0002,0.0002,0.0013,0.0006,0.0001,0.0001,0.0002,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,233,10,66.223,33.544,0.029,0.009,0.001,0.019,0.168,0.008,0.018,0.195,0.013,0.005,0.018,0.011,,100.261,49.042,50.644,0.02,0.006,0.001,0.016,0.146,0.005,0.011,0.084,0.01,0.004,0.007,0.005,,1,S,0.9684,1,0.0004,0.0001,0,0.0003,0.0029,0.0001,0.0002,0.0017,0.0002,0.0001,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I9,N/A,14,40,20,100,10,234,11,66.816,33.508,0.022,0.004,0.001,0.013,0.141,0.017,0.019,0.168,-0.003,0.005,0.019,0.001,,100.732,49.319,50.425,0.015,0.002,0.001,0.011,0.122,0.011,0.012,0.072,-0.002,0.004,0.008,0,,1,S,0.9781,1,0.0003,0,0,0.0002,0.0024,0.0002,0.0002,0.0014,0,0.0001,0.0002,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,235,1,65.529,33.423,0.035,0.041,-0.001,0.007,0.141,0.01,0.017,0.143,0.083,0.014,0.015,0.02,,99.477,48.852,50.799,0.024,0.028,-0.001,0.006,0.123,0.007,0.01,0.062,0.063,0.012,0.006,0.009,,1,S,0.9617,1,0.0005,0.0005,0,0.0001,0.0024,0.0001,0.0002,0.0012,0.0012,0.0002,0.0001,0.0002,,0.0275,0.0042,0.0072,0.0095,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,236,2,65.505,33.245,0.023,0.067,-0.001,0.015,0.158,0.02,0.014,0.13,0.109,0.015,0.009,-0.005,,99.305,48.957,50.656,0.016,0.045,-0.001,0.013,0.139,0.013,0.009,0.057,0.084,0.012,0.004,-0.002,,1,S,0.9665,1,0.0003,0.0009,0,0.0003,0.0027,0.0003,0.0002,0.0011,0.0017,0.0002,0.0001,0,,0.0275,0.0042,0.0072,0.0095,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,237,3,66.11,33.088,0.016,0.066,0.004,0.006,0.138,0.013,0.014,0.094,0.11,0.018,0.007,-0.009,,99.673,49.328,50.333,0.011,0.044,0.003,0.005,0.12,0.009,0.008,0.041,0.084,0.015,0.003,-0.004,,1,S,0.98,1,0.0002,0.0009,0.0001,0.0001,0.0024,0.0002,0.0002,0.0008,0.0017,0.0003,0.0001,-0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0098,0.0035,0.0081,0.007,0.0176,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,238,4,66.01,33.304,0.022,0.027,0,0.022,0.132,0.02,0.015,0.155,0.033,0.002,0.012,0.009,,99.764,49.151,50.557,0.015,0.018,0,0.018,0.115,0.013,0.009,0.067,0.025,0.002,0.005,0.004,,1,S,0.9722,1,0.0003,0.0004,0,0.0004,0.0023,0.0003,0.0002,0.0013,0.0005,0,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,239,5,66.722,33.353,0.034,0.002,-0.001,0.018,0.179,0.015,0.013,0.174,0.011,0.018,0.008,0.015,,100.562,49.368,50.312,0.024,0.001,-0.001,0.015,0.155,0.009,0.008,0.075,0.009,0.015,0.003,0.007,,1,S,0.9812,1,0.0005,0,0,0.0003,0.0031,0.0002,0.0002,0.0015,0.0002,0.0003,0.0001,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,240,6,65.907,33.057,0.049,0.021,0,0.03,0.168,0.026,0.028,0.18,0.048,0.019,0.008,0.004,,99.546,49.249,50.36,0.034,0.014,0,0.025,0.147,0.017,0.017,0.078,0.037,0.016,0.003,0.002,,1,S,0.9779,1,0.0007,0.0003,0,0.0005,0.0029,0.0003,0.0003,0.0016,0.0007,0.0003,0.0001,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,241,7,66.541,33.171,0.035,0.057,0,0.011,0.11,0.025,0.02,0.124,0.099,0.011,0,0.009,,100.214,49.427,50.234,0.024,0.038,0,0.009,0.096,0.016,0.012,0.054,0.076,0.009,0,0.004,,1,S,0.9839,1,0.0005,0.0008,0,0.0002,0.0019,0.0003,0.0002,0.0011,0.0015,0.0002,0,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0098,0.0035,0.0082,0.007,0.0176,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,242,8,66.114,33.309,0.02,0.067,0.001,0.012,0.143,0.017,0.013,0.149,0.12,0.012,0.008,0.014,,99.999,49.139,50.472,0.014,0.045,0.001,0.009,0.124,0.011,0.008,0.065,0.092,0.01,0.003,0.006,,1,S,0.9736,1,0.0003,0.0009,0,0.0002,0.0025,0.0002,0.0002,0.0013,0.0018,0.0002,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,243,9,65.563,33.089,0.008,0.007,0,0.009,0.189,0.019,0.014,0.423,0.011,0,0.016,0.002,,99.351,49.087,50.508,0.006,0.004,0,0.008,0.166,0.013,0.009,0.184,0.008,0,0.006,0.001,,1,S,0.9719,1,0.0001,0.0001,0,0.0002,0.0033,0.0003,0.0002,0.0036,0.0002,0,0.0001,0,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,244,10,65.921,33.116,0.026,0.041,0,0.006,0.168,0.015,0.016,0.203,0.066,0.001,0.012,0.009,,99.601,49.222,50.412,0.018,0.028,0,0.005,0.147,0.01,0.01,0.088,0.051,0.001,0.005,0.004,,1,S,0.9764,1,0.0004,0.0006,0,0.0001,0.0029,0.0002,0.0002,0.0018,0.001,0,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,245,11,65.785,33.361,0.037,0.044,0.004,0.019,0.144,0.015,0.016,0.121,0.108,0.011,0.007,0.016,,99.686,48.984,50.644,0.026,0.029,0.004,0.015,0.125,0.009,0.01,0.052,0.083,0.009,0.003,0.007,,1,S,0.9672,1,0.0005,0.0006,0.0001,0.0003,0.0025,0.0002,0.0002,0.001,0.0016,0.0002,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,246,12,66.065,33.23,0.02,0.062,0,0.016,0.114,0.013,0.021,0.103,0.104,0.016,0.011,0.009,,99.784,49.205,50.459,0.014,0.042,0,0.013,0.099,0.009,0.013,0.045,0.079,0.013,0.004,0.004,,1,S,0.9752,1,0.0003,0.0008,0,0.0003,0.002,0.0002,0.0003,0.0009,0.0016,0.0003,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0176,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,247,13,65.757,33.175,0.049,0.054,0.002,0.012,0.119,0.02,0.02,0.119,0.102,0.012,0.008,0.023,,99.473,49.116,50.518,0.034,0.037,0.002,0.01,0.104,0.013,0.012,0.052,0.078,0.01,0.003,0.01,,1,S,0.9722,1,0.0007,0.0007,0,0.0002,0.0021,0.0003,0.0002,0.001,0.0015,0.0002,0.0001,0.0002,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I10,N/A,15,40,20,100,10,248,14,64.986,33.315,0.094,0.027,0.004,0.022,0.14,0.028,0.027,0.153,0.076,0.016,0.018,0.012,,98.919,48.693,50.892,0.066,0.018,0.003,0.018,0.123,0.019,0.017,0.067,0.059,0.013,0.007,0.005,,1,S,0.9568,1,0.0013,0.0004,0.0001,0.0004,0.0024,0.0004,0.0003,0.0013,0.0012,0.0003,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
